title                    	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	Lsym	Laa	Gravy	Aromo	
YOL034W                  	0.4454	0.1920	0.4238	0.2679	0.164	0.085	0.470	49.19	0.333	0.365	1066	1093	-0.636139	0.062214	
YOL035C                  	0.4382	0.2809	0.3000	0.2203	0.105	0.015	0.429	53.04	0.388	0.387	 98	100	0.723000	0.180000	
YOL036W                  	0.3884	0.2103	0.3894	0.2425	0.115	0.047	0.422	53.74	0.360	0.417	747	761	-0.780683	0.039422	
YOL037C                  	0.3229	0.2708	0.4138	0.2439	0.084	-0.068	0.363	61.00	0.407	0.413	113	117	0.258120	0.128205	
YOL038CA                	0.1364	0.3182	0.5455	0.2857	0.068	-0.118	0.321	31.18	0.464	0.376	 28	 31	-0.629032	0.096774	
YOL038W                  	0.3692	0.2564	0.2967	0.3487	0.156	0.204	0.532	51.76	0.468	0.459	252	254	-0.527953	0.062992	
YOL039W                  	0.5185	0.3210	0.2697	0.1429	0.804	0.830	0.894	29.01	0.365	0.475	104	106	-0.105660	0.037736	
YOL040C                  	0.3694	0.3604	0.3036	0.1810	0.769	0.771	0.858	28.10	0.440	0.451	134	142	-0.341549	0.077465	
YOL041C                  	0.4784	0.1944	0.4728	0.1802	0.216	0.161	0.511	44.29	0.275	0.365	454	459	-0.948584	0.056645	
YOL042W                  	0.4172	0.2069	0.4372	0.2622	0.128	0.001	0.417	53.08	0.342	0.365	348	363	-0.273278	0.126722	
YOL043C                  	0.4132	0.2014	0.4158	0.2731	0.118	0.015	0.424	52.21	0.349	0.393	361	380	-0.384211	0.076316	
YOL044W                  	0.4324	0.2297	0.3852	0.2590	0.108	-0.056	0.386	56.24	0.359	0.370	370	383	-0.050914	0.073107	
YOL045W                  	0.4224	0.2140	0.4298	0.2328	0.151	0.033	0.437	50.33	0.331	0.369	1071	1101	-0.319255	0.077203	
YOL046C                  	0.4000	0.2421	0.3631	0.2585	0.124	0.100	0.456	58.22	0.387	0.415	217	224	0.079911	0.107143	
YOL047C                  	0.3591	0.2584	0.3372	0.2969	0.093	0.017	0.404	61.00	0.428	0.433	339	356	0.288764	0.168539	
YOL048C                  	0.3855	0.2036	0.4225	0.2588	0.127	0.043	0.433	50.27	0.348	0.378	330	342	0.228655	0.134503	
YOL049W                  	0.4278	0.2126	0.4038	0.2633	0.153	0.065	0.448	51.26	0.353	0.379	482	491	-0.465988	0.103870	
YOL050C                  	0.5111	0.1444	0.4198	0.1467	0.143	0.079	0.452	47.60	0.231	0.374	104	106	0.465094	0.075472	
YOL051W                  	0.3942	0.2765	0.4115	0.2471	0.161	0.154	0.506	52.52	0.384	0.417	1043	1081	-0.869750	0.039778	
YOL052C                  	0.2914	0.4238	0.3308	0.3117	0.182	0.205	0.543	57.14	0.538	0.434	381	396	-0.460606	0.133838	
YOL052CA                	0.4545	0.3455	0.2400	0.0851	0.297	0.467	0.667	51.18	0.383	0.481	 60	 61	0.760656	0.049180	
YOL053W                  	0.3201	0.2376	0.4418	0.3295	0.104	-0.009	0.409	57.14	0.411	0.404	384	395	-0.565316	0.091139	
YOL054W                  	0.4601	0.2556	0.3925	0.2731	0.137	-0.038	0.396	57.35	0.374	0.425	396	406	-1.221921	0.064039	
YOL055C                  	0.5000	0.2315	0.3735	0.1684	0.256	0.282	0.579	43.20	0.307	0.397	535	551	-0.190744	0.088929	
YOL056W                  	0.4079	0.2675	0.3689	0.2767	0.162	0.123	0.486	55.37	0.401	0.405	294	303	-0.665017	0.079208	
YOL057W                  	0.4519	0.2341	0.3877	0.2332	0.173	0.118	0.482	49.69	0.347	0.391	691	711	-0.342757	0.109705	
YOL058W                  	0.3904	0.3393	0.3145	0.2245	0.403	0.487	0.694	38.84	0.438	0.440	409	420	-0.265952	0.088095	
YOL059W                  	0.3201	0.3456	0.3576	0.2475	0.212	0.238	0.548	47.48	0.459	0.452	427	440	-0.187727	0.077273	
YOL060C                  	0.3786	0.2903	0.2972	0.2795	0.153	0.157	0.501	54.93	0.445	0.437	688	706	-0.281303	0.062323	
YOL061W                  	0.4200	0.2387	0.3041	0.2586	0.192	0.243	0.548	47.09	0.393	0.433	484	496	-0.156250	0.056452	
YOL062C                  	0.3926	0.2420	0.3314	0.3050	0.136	0.101	0.469	54.34	0.414	0.409	471	491	-0.266395	0.089613	
YOL063C                  	0.4048	0.2437	0.4310	0.2291	0.131	0.016	0.422	54.04	0.353	0.392	932	957	-0.371055	0.118077	
YOL064C                  	0.4169	0.2475	0.3933	0.2066	0.200	0.185	0.516	50.48	0.350	0.407	351	357	-0.229972	0.072829	
YOL065C                  	0.4076	0.2006	0.4275	0.2520	0.114	-0.021	0.394	55.51	0.340	0.386	373	384	-0.270833	0.111979	
YOL066C                  	0.3758	0.2972	0.3826	0.2360	0.135	0.056	0.443	55.56	0.407	0.438	573	591	-0.611168	0.084602	
YOL067C                  	0.2828	0.3862	0.2609	0.3281	0.116	0.102	0.457	58.96	0.560	0.501	175	177	-0.701130	0.056497	
YOL068C                  	0.4025	0.2228	0.4153	0.2911	0.133	-0.015	0.409	55.30	0.370	0.376	486	503	-0.264414	0.091451	
YOL069W                  	0.3871	0.2516	0.4060	0.3525	0.139	0.033	0.452	55.05	0.416	0.360	438	451	-0.535920	0.068736	
YOL070C                  	0.3542	0.2474	0.3768	0.2801	0.115	0.055	0.432	57.81	0.411	0.432	491	501	-0.908782	0.039920	
YOL071W                  	0.2931	0.2931	0.3390	0.4128	0.149	0.127	0.477	49.27	0.516	0.430	153	162	-0.779630	0.104938	
YOL072W                  	0.2959	0.3041	0.4190	0.2759	0.110	0.072	0.447	56.18	0.438	0.415	436	455	-0.128571	0.098901	
YOL073C                  	0.3285	0.2635	0.3766	0.2465	0.082	-0.037	0.362	57.86	0.410	0.451	307	322	0.153106	0.121118	
YOL075C                  	0.4171	0.1865	0.4152	0.2447	0.126	0.042	0.430	49.71	0.327	0.382	1247	1294	0.040340	0.104328	
YOL076W                  	0.3869	0.2475	0.4560	0.2614	0.159	0.070	0.454	53.98	0.366	0.347	773	796	-0.380402	0.109296	
YOL077C                  	0.4566	0.2100	0.4120	0.2475	0.232	0.207	0.532	42.64	0.335	0.371	284	291	-0.626117	0.085911	
YOL077WA                	0.3400	0.2800	0.4902	0.2128	0.200	0.154	0.500	50.30	0.364	0.402	 66	 68	-0.444118	0.073529	
YOL078W                  	0.4241	0.2286	0.4243	0.2282	0.122	-0.030	0.397	54.02	0.342	0.384	1145	1176	-0.845578	0.064626	
YOL079W                  	0.3333	0.2000	0.4286	0.2360	0.075	-0.064	0.331	51.34	0.354	0.364	127	132	1.321970	0.174242	
YOL080C                  	0.4327	0.2596	0.4089	0.2019	0.159	0.088	0.468	51.55	0.345	0.382	278	289	-0.717301	0.062284	
YOL081W                  	0.4194	0.2265	0.4041	0.2320	0.139	0.055	0.445	52.99	0.344	0.372	2980	3079	-0.184476	0.097434	
YOL082W                  	0.3418	0.3165	0.4155	0.2694	0.181	0.188	0.527	54.63	0.428	0.400	404	415	-0.651084	0.089157	
YOL083CA                	0.5000	0.2632	0.3333	0.2000	0.144	0.027	0.455	41.17	0.341	0.362	 44	 46	-0.084783	0.152174	
YOL083W                  	0.4161	0.2419	0.4295	0.2454	0.130	0.016	0.438	57.51	0.353	0.372	402	412	-0.375485	0.099515	
YOL084W                  	0.3600	0.3170	0.2877	0.2945	0.157	0.170	0.502	54.86	0.475	0.441	958	991	-0.113623	0.117053	
YOL085C                  	0.3913	0.3152	0.2857	0.3188	0.107	-0.036	0.364	45.05	0.477	0.496	107	113	-0.904425	0.088496	
YOL085WA                	0.3968	0.3810	0.2000	0.1818	0.116	0.116	0.439	40.07	0.485	0.495	 66	 70	-0.760000	0.071429	
YOL086C                  	0.4276	0.4240	0.2119	0.1532	0.811	0.846	0.908	26.16	0.470	0.483	336	348	0.029598	0.077586	
YOL086WA                	0.2727	0.2576	0.4000	0.3433	0.154	0.204	0.500	56.78	0.465	0.463	 86	 90	-0.616667	0.066667	
YOL087C                  	0.4199	0.2280	0.4084	0.2352	0.132	0.021	0.425	51.81	0.349	0.393	1081	1116	-0.561111	0.074373	
YOL088C                  	0.4104	0.2594	0.4250	0.2270	0.174	0.120	0.480	53.78	0.361	0.381	269	277	-0.477256	0.101083	
YOL089C                  	0.4409	0.2229	0.4444	0.1934	0.139	0.000	0.410	51.45	0.312	0.358	991	1030	-0.424175	0.092233	
YOL090W                  	0.4473	0.1878	0.4264	0.2409	0.177	0.115	0.481	47.39	0.317	0.367	938	964	-0.240560	0.069502	
YOL091W                  	0.4414	0.2387	0.4562	0.2171	0.160	0.039	0.448	52.66	0.328	0.337	594	609	-0.877997	0.073892	
YOL092W                  	0.4324	0.2625	0.3102	0.2473	0.155	0.139	0.491	52.23	0.389	0.399	293	308	0.397727	0.133117	
YOL093W                  	0.3125	0.2885	0.3917	0.3568	0.122	0.052	0.445	53.65	0.466	0.429	281	293	-0.980887	0.075085	
YOL094C                  	0.4167	0.2222	0.3976	0.2262	0.152	0.096	0.461	51.83	0.342	0.395	310	323	-0.182662	0.046440	
YOL095C                  	0.4164	0.2109	0.4499	0.2235	0.129	-0.019	0.406	51.90	0.321	0.363	675	706	-0.270255	0.089235	
YOL096C                  	0.4153	0.2415	0.3425	0.3249	0.139	0.050	0.446	53.47	0.412	0.410	294	312	-0.342949	0.092949	
YOL097C                  	0.4006	0.3089	0.3770	0.2415	0.286	0.301	0.594	44.57	0.409	0.414	421	432	-0.452083	0.115741	
YOL097WA                	0.4667	0.3333	0.3077	0.2222	0.122	-0.113	0.357	61.00	0.411	0.399	 56	 61	-0.173770	0.131148	
YOL098C                  	0.4638	0.2184	0.4048	0.2184	0.191	0.144	0.500	47.33	0.323	0.374	1005	1037	-0.310511	0.100289	
YOL099C                  	0.4552	0.1724	0.4054	0.2233	0.123	0.017	0.396	44.93	0.302	0.352	159	163	0.723313	0.128834	
YOL100W                  	0.4093	0.2242	0.4529	0.1987	0.135	0.016	0.419	50.40	0.322	0.374	1054	1081	-0.744496	0.075856	
YOL101C                  	0.3619	0.2451	0.4159	0.3102	0.121	0.003	0.429	48.58	0.399	0.345	303	312	0.291666	0.166667	
YOL102C                  	0.3855	0.1899	0.4413	0.2658	0.112	0.026	0.429	52.17	0.339	0.378	224	230	-0.316957	0.043478	
YOL103W                  	0.4455	0.2119	0.3766	0.1951	0.172	0.178	0.515	46.52	0.318	0.395	585	609	0.222496	0.108374	
YOL103WA                	0.4225	0.2563	0.4169	0.1717	0.144	0.072	0.454	56.29	0.334	0.411	425	440	-0.809091	0.077273	
YOL103WB                	0.4138	0.2571	0.4590	0.1504	0.144	0.066	0.454	50.82	0.314	0.384	1710	1755	-0.651168	0.081481	
YOL104C                  	0.4321	0.2107	0.4089	0.2707	0.134	0.036	0.434	53.05	0.353	0.367	343	352	-0.232102	0.107955	
YOL105C                  	0.4449	0.2184	0.2991	0.1900	0.133	0.110	0.469	51.83	0.347	0.424	539	556	-0.236691	0.061151	
YOL106W                  	0.4423	0.2308	0.3924	0.2143	0.096	-0.089	0.407	53.69	0.319	0.328	113	117	0.519658	0.128205	
YOL107W                  	0.4126	0.2448	0.3482	0.2596	0.156	0.129	0.494	49.74	0.378	0.358	328	342	0.370175	0.134503	
YOL108C                  	0.3429	0.1905	0.3984	0.3628	0.083	-0.021	0.399	49.18	0.412	0.408	148	151	-0.836424	0.039735	
YOL109W                  	0.4426	0.4262	0.3838	0.2234	0.583	0.634	0.795	36.88	0.420	0.416	112	113	-1.259292	0.017699	
YOL110W                  	0.2850	0.3350	0.2247	0.3886	0.057	-0.082	0.319	58.40	0.582	0.553	232	237	-0.305485	0.101266	
YOL111C                  	0.3355	0.3871	0.2690	0.3063	0.171	0.125	0.478	44.70	0.527	0.459	207	212	-0.554245	0.051887	
YOL112W                  	0.3861	0.2145	0.3949	0.3221	0.104	-0.028	0.389	55.62	0.395	0.410	468	492	-0.506097	0.119919	
YOL113W                  	0.3747	0.2144	0.4792	0.2432	0.112	-0.038	0.390	53.56	0.339	0.386	631	655	-0.563969	0.083969	
YOL114C                  	0.3784	0.2838	0.4221	0.2292	0.130	0.048	0.439	56.56	0.383	0.386	196	202	-0.703960	0.079208	
YOL115W                  	0.4770	0.1860	0.4147	0.2423	0.148	-0.002	0.419	52.14	0.310	0.383	577	584	-0.679966	0.077055	
YOL116W                  	0.4286	0.2041	0.4231	0.2407	0.104	-0.002	0.406	53.61	0.336	0.406	372	382	-0.874869	0.068063	
YOL117W                  	0.4071	0.2296	0.4614	0.2576	0.131	0.020	0.435	54.37	0.344	0.352	616	645	-0.366356	0.106977	
YOL118C                  	0.3846	0.3462	0.3939	0.2364	0.122	-0.059	0.406	61.00	0.417	0.382	 96	102	-0.489216	0.156863	
YOL119C                  	0.3839	0.2000	0.3925	0.2462	0.113	0.076	0.446	50.16	0.348	0.403	480	501	0.477445	0.125749	
YOL120C                  	0.4423	0.2756	0.2774	0.1973	0.812	0.835	0.897	26.07	0.391	0.439	184	186	-0.398925	0.059140	
YOL121C                  	0.4821	0.3036	0.3276	0.1321	0.794	0.789	0.871	26.57	0.343	0.433	140	144	-0.546528	0.069444	
YOL122C                  	0.4555	0.2174	0.3540	0.1974	0.175	0.145	0.496	45.41	0.325	0.393	554	575	0.404696	0.090435	
YOL123W                  	0.4937	0.2782	0.4215	0.1318	0.243	0.225	0.540	47.18	0.310	0.414	507	534	-1.314981	0.074906	
YOL124C                  	0.4421	0.2374	0.3791	0.2626	0.142	0.048	0.438	54.05	0.366	0.392	418	433	-0.545959	0.122402	
YOL125W                  	0.3566	0.2547	0.3844	0.3208	0.113	0.023	0.421	54.10	0.425	0.411	463	476	-0.492227	0.073529	
YOL126C                  	0.4206	0.3022	0.2526	0.2461	0.209	0.245	0.549	49.53	0.435	0.439	368	377	0.038727	0.050398	
YOL127W                  	0.4495	0.3119	0.2435	0.2593	0.748	0.807	0.885	27.79	0.446	0.418	139	142	-0.353521	0.070423	
YOL128C                  	0.3966	0.2407	0.3910	0.2929	0.107	-0.041	0.387	55.14	0.390	0.390	362	375	-0.317067	0.112000	
YOL129W                  	0.4242	0.2182	0.3534	0.1983	0.119	-0.002	0.384	55.17	0.339	0.404	177	184	0.585869	0.135870	
YOL130W                  	0.4356	0.2098	0.3740	0.2433	0.145	0.091	0.457	50.37	0.349	0.418	830	859	-0.572061	0.075669	
YOL131W                  	0.3165	0.2278	0.4578	0.3117	0.098	-0.001	0.410	61.00	0.400	0.432	105	108	-0.769445	0.055556	
YOL132W                  	0.4375	0.2201	0.4128	0.2691	0.153	0.082	0.467	51.83	0.354	0.381	458	471	-0.377919	0.116773	
YOL133W                  	0.3820	0.2809	0.4474	0.2647	0.206	0.174	0.532	45.12	0.387	0.435	111	121	-0.595868	0.074380	
YOL134C                  	0.3455	0.3000	0.3871	0.1750	0.147	0.090	0.463	49.03	0.388	0.398	121	129	0.638760	0.124031	
YOL135C                  	0.2547	0.3851	0.3793	0.2919	0.089	0.001	0.403	59.87	0.505	0.450	216	222	-0.760360	0.072072	
YOL136C                  	0.4643	0.2619	0.3523	0.2383	0.173	0.081	0.471	50.11	0.366	0.359	393	397	-0.384635	0.118388	
YOL137W                  	0.4336	0.1896	0.4202	0.1877	0.137	0.089	0.451	45.26	0.297	0.382	474	497	0.539638	0.138833	
YOL138C                  	0.3844	0.2665	0.4201	0.2196	0.128	0.034	0.434	54.20	0.368	0.399	1309	1341	-0.664057	0.073080	
YOL139C                  	0.4506	0.2778	0.4375	0.1067	0.387	0.380	0.632	37.05	0.299	0.401	204	213	-0.588732	0.093897	
YOL140W                  	0.4669	0.2470	0.3547	0.2088	0.212	0.203	0.530	44.97	0.347	0.404	415	423	-0.242317	0.078014	
YOL141W                  	0.4268	0.2206	0.3996	0.2550	0.136	0.058	0.450	52.67	0.351	0.382	673	695	-0.229065	0.097842	
YOL142W                  	0.4315	0.2335	0.3600	0.2595	0.141	0.106	0.481	53.47	0.370	0.406	235	240	-0.073333	0.104167	
YOL143C                  	0.4504	0.2901	0.3594	0.1327	0.211	0.251	0.557	48.00	0.335	0.432	158	169	0.008284	0.065089	
YOL144W                  	0.4353	0.2147	0.4636	0.2917	0.138	-0.012	0.417	53.47	0.353	0.377	465	484	-1.089876	0.092975	
YOL145C                  	0.4383	0.2134	0.4447	0.2520	0.187	0.121	0.480	48.95	0.336	0.365	1047	1077	-0.689786	0.085422	
YOL146W                  	0.4305	0.1921	0.4286	0.2422	0.109	-0.060	0.368	58.30	0.324	0.392	185	194	-0.220619	0.092784	
YOL147C                  	0.3281	0.3125	0.3486	0.2575	0.149	0.151	0.476	51.81	0.454	0.438	227	236	0.061017	0.110169	
YOL148C                  	0.4276	0.2073	0.4187	0.2389	0.111	-0.003	0.399	51.00	0.339	0.398	584	604	-0.942053	0.059603	
YOL149W                  	0.4355	0.2204	0.4808	0.2000	0.127	-0.008	0.418	46.51	0.307	0.352	225	231	-0.559308	0.099567	
YOL150C                  	0.3556	0.1667	0.4795	0.2615	0.071	-0.156	0.303	49.07	0.323	0.343	 99	103	0.321359	0.145631	
YOL151W                  	0.4179	0.3209	0.3534	0.2043	0.244	0.246	0.559	48.52	0.399	0.417	333	342	-0.265789	0.090643	
YOL152W                  	0.4073	0.2625	0.3640	0.2237	0.144	0.095	0.466	52.15	0.374	0.396	596	620	0.102419	0.137097	
YOL153C                  	0.4511	0.2141	0.3699	0.2336	0.171	0.126	0.482	46.64	0.340	0.408	564	579	-0.219344	0.105354	
YOL154W                  	0.5308	0.2938	0.2544	0.1346	0.328	0.404	0.647	40.67	0.349	0.420	238	249	-0.137350	0.124498	
YOL155C                  	0.4333	0.3439	0.2605	0.0767	0.276	0.411	0.646	44.88	0.378	0.470	966	967	-0.107549	0.052740	
YOL155WA                	0.5000	0.2632	0.2500	0.2500	0.077	-0.171	0.333	47.43	0.381	0.379	 42	 44	-0.038636	0.181818	
YOL156W                  	0.3690	0.3249	0.3260	0.1945	0.166	0.200	0.526	52.21	0.422	0.439	536	567	0.308289	0.141093	
YOL157C                  	0.3996	0.3201	0.3283	0.2795	0.249	0.274	0.574	45.75	0.442	0.428	559	589	-0.754329	0.140917	
YOL158C                  	0.4126	0.2338	0.3319	0.2249	0.103	0.052	0.430	53.81	0.367	0.426	581	606	0.471617	0.115512	
YOL159C                  	0.5101	0.1678	0.4220	0.1900	0.138	-0.016	0.404	46.05	0.265	0.355	166	171	-0.377193	0.140351	
YOL159CA                	0.4706	0.2206	0.4561	0.2745	0.123	-0.087	0.379	45.12	0.333	0.352	 87	 90	-0.503333	0.155556	
YOL160W                  	0.3478	0.2935	0.4714	0.2623	0.119	-0.021	0.407	53.43	0.398	0.345	108	113	-0.090265	0.159292	
YOL161C                  	0.2843	0.5098	0.2842	0.0805	0.691	0.739	0.843	26.71	0.513	0.497	115	120	0.210000	0.091667	
YOL162W                  	0.4439	0.2086	0.3548	0.2086	0.125	0.079	0.437	53.30	0.330	0.378	206	215	0.304186	0.130233	
YOL163W                  	0.2946	0.2481	0.4098	0.2897	0.110	0.073	0.450	50.95	0.417	0.416	151	169	0.353254	0.153846	
YOL164W                  	0.4384	0.2466	0.3417	0.2358	0.118	0.050	0.432	54.84	0.372	0.443	618	646	-0.293189	0.092879	
YOL164WA                	0.5000	0.2500	0.3077	0.1667	0.153	0.077	0.475	46.34	0.322	0.350	 59	 60	0.541667	0.100000	
YOL165C                  	0.5091	0.2273	0.3000	0.2424	0.136	0.060	0.449	57.47	0.355	0.420	138	143	-0.258741	0.076923	
YOL166C                  	0.3960	0.2178	0.4079	0.2593	0.061	-0.292	0.290	56.43	0.336	0.348	107	112	0.319643	0.116071	
YOL166WA                	0.4167	0.3542	0.4138	0.0400	0.136	-0.107	0.360	47.75	0.360	0.373	 50	 51	0.445098	0.235294	
YOR001W                  	0.4437	0.1906	0.3985	0.2636	0.127	0.004	0.406	50.81	0.337	0.385	715	733	-0.587040	0.075034	
YOR002W                  	0.4009	0.2220	0.3867	0.2455	0.112	0.024	0.410	53.73	0.357	0.390	515	544	0.431801	0.183824	
YOR003W                  	0.4961	0.1722	0.4034	0.1994	0.113	-0.024	0.402	53.52	0.280	0.399	465	478	-0.255230	0.092050	
YOR004W                  	0.4656	0.1958	0.3433	0.2932	0.143	0.095	0.460	51.91	0.372	0.400	250	254	-0.888976	0.043307	
YOR005C                  	0.4085	0.2083	0.4607	0.2206	0.109	-0.029	0.396	54.09	0.318	0.375	921	944	-0.357733	0.095339	
YOR006C                  	0.4136	0.2273	0.4585	0.2258	0.139	0.091	0.451	51.96	0.336	0.414	295	313	-0.899361	0.063898	
YOR007C                  	0.4883	0.2031	0.4215	0.1803	0.192	0.181	0.505	39.19	0.290	0.410	331	346	-0.599422	0.054913	
YOR008C                  	0.3811	0.2500	0.3584	0.2166	0.102	-0.000	0.406	55.90	0.382	0.444	372	378	-0.471429	0.066138	
YOR008CA                	0.4262	0.1639	0.4231	0.2174	0.085	-0.029	0.382	54.14	0.294	0.365	 68	 74	0.450000	0.121622	
YOR008WB                	0.2400	0.2800	0.3846	0.3600	0.045	-0.148	0.312	61.00	0.500	0.465	 32	 33	-0.966667	0.121212	
YOR009W                  	0.4667	0.3379	0.2425	0.0552	0.358	0.516	0.705	33.88	0.356	0.472	478	487	0.179671	0.030801	
YOR010C                  	0.5628	0.3070	0.1600	0.0977	0.544	0.668	0.791	34.25	0.357	0.471	244	251	0.282072	0.031873	
YOR011W                  	0.4891	0.2311	0.3303	0.2157	0.196	0.191	0.522	46.25	0.340	0.385	1346	1394	0.019440	0.137016	
YOR011WA                	0.4615	0.2500	0.4872	0.2571	0.135	-0.076	0.400	45.66	0.338	0.314	 65	 68	-0.357353	0.264706	
YOR012W                  	0.3246	0.2632	0.4468	0.2791	0.123	0.044	0.429	54.10	0.406	0.421	133	137	-0.310219	0.102190	
YOR013W                  	0.2927	0.3577	0.3211	0.3235	0.108	0.010	0.405	49.25	0.520	0.464	148	156	-0.146154	0.141026	
YOR014W                  	0.4349	0.2166	0.4258	0.2091	0.159	0.097	0.470	48.13	0.322	0.377	739	757	-0.569353	0.079260	
YOR015W                  	0.5263	0.2211	0.3793	0.1467	0.166	0.125	0.487	40.11	0.278	0.347	115	119	0.261345	0.142857	
YOR016C                  	0.4345	0.2738	0.3312	0.2222	0.179	0.152	0.510	50.48	0.380	0.375	200	207	0.015459	0.111111	
YOR017W                  	0.4202	0.2196	0.4376	0.2467	0.128	0.015	0.416	52.33	0.342	0.372	783	800	-0.800875	0.100000	
YOR018W                  	0.4133	0.2087	0.4186	0.1997	0.123	0.032	0.417	52.21	0.321	0.388	822	837	-0.505376	0.059737	
YOR019W                  	0.4065	0.2500	0.4436	0.2116	0.142	0.024	0.436	51.62	0.343	0.364	715	730	-0.766164	0.084932	
YOR020C                  	0.4878	0.2683	0.2500	0.2469	0.317	0.452	0.673	47.17	0.404	0.434	104	106	0.017925	0.037736	
YOR020WA                	0.4348	0.2174	0.3913	0.2424	0.139	-0.013	0.409	48.88	0.352	0.407	 88	 90	-0.616667	0.066667	
YOR021C                  	0.4012	0.2160	0.3812	0.3099	0.193	0.150	0.493	51.21	0.385	0.390	205	213	-0.436150	0.084507	
YOR022C                  	0.4176	0.2276	0.4608	0.2008	0.144	0.050	0.436	52.30	0.322	0.373	699	715	-0.633706	0.096503	
YOR023C                  	0.3714	0.2791	0.3638	0.2643	0.145	0.107	0.460	53.53	0.418	0.426	557	566	-0.934806	0.045936	
YOR024W                  	0.3548	0.2258	0.3253	0.2727	0.064	-0.072	0.343	61.00	0.412	0.455	102	107	0.536448	0.112150	
YOR025W                  	0.3511	0.2809	0.3658	0.2838	0.125	0.089	0.455	60.91	0.428	0.428	435	447	-0.503803	0.062640	
YOR026W                  	0.3915	0.2883	0.4068	0.2327	0.133	0.018	0.437	61.00	0.383	0.391	334	341	-0.232844	0.093842	
YOR027W                  	0.4569	0.2679	0.3786	0.2304	0.248	0.251	0.556	46.17	0.367	0.418	570	589	-0.872835	0.069610	
YOR028C                  	0.4298	0.1787	0.4367	0.2083	0.123	0.032	0.413	48.22	0.302	0.397	288	295	-0.743390	0.061017	
YOR029W                  	0.4242	0.2424	0.2597	0.2676	0.071	-0.077	0.333	61.00	0.410	0.441	105	111	0.311712	0.189189	
YOR030W                  	0.3989	0.2576	0.4645	0.1662	0.137	0.035	0.438	51.32	0.326	0.357	601	619	-0.245073	0.126010	
YOR031W                  	0.5200	0.3600	0.4048	0.1463	0.228	0.189	0.552	55.40	0.358	0.431	 67	 68	-0.561765	0.000000	
YOR032C                  	0.4486	0.2314	0.4072	0.2175	0.132	0.022	0.428	53.12	0.336	0.390	425	434	-0.855069	0.066820	
YOR032WA                	0.4407	0.1864	0.2857	0.2558	0.103	0.106	0.435	52.19	0.355	0.399	 62	 66	0.762121	0.136364	
YOR033C                  	0.4037	0.2407	0.4521	0.2196	0.140	0.054	0.450	53.78	0.339	0.384	687	702	-0.588177	0.076923	
YOR034C                  	0.4260	0.2556	0.3577	0.2342	0.129	0.060	0.444	54.96	0.374	0.397	721	749	0.036315	0.124166	
YOR034CA                	0.3750	0.2500	0.4615	0.2653	0.132	-0.007	0.416	45.69	0.377	0.379	 77	 80	-0.230000	0.200000	
YOR035C                  	0.3691	0.2228	0.4142	0.2865	0.128	0.056	0.444	56.05	0.378	0.374	768	789	-0.029277	0.072243	
YOR036W                  	0.4396	0.1643	0.3991	0.3088	0.103	-0.009	0.416	54.44	0.348	0.392	279	288	-0.435070	0.072917	
YOR037W                  	0.3931	0.2414	0.4126	0.2418	0.110	0.004	0.407	57.08	0.364	0.382	354	366	-0.445902	0.109290	
YOR038C                  	0.4231	0.2151	0.4009	0.2345	0.130	0.023	0.426	50.77	0.340	0.380	845	875	-0.281714	0.085714	
YOR039W                  	0.4505	0.1881	0.4500	0.2275	0.150	0.012	0.415	51.83	0.306	0.385	248	258	-0.454651	0.108527	
YOR040W                  	0.3816	0.2763	0.3750	0.2652	0.140	0.045	0.436	53.81	0.407	0.418	273	285	-0.456842	0.087719	
YOR041C                  	0.3281	0.3125	0.3540	0.1635	0.166	0.239	0.525	49.07	0.410	0.420	139	143	0.432867	0.132867	
YOR042W                  	0.3826	0.2181	0.4272	0.2980	0.146	0.075	0.450	51.68	0.384	0.445	404	411	-1.372993	0.041363	
YOR043W                  	0.4663	0.1887	0.3840	0.2681	0.154	0.078	0.456	48.75	0.338	0.390	471	486	-0.632510	0.080247	
YOR044W                  	0.3504	0.2044	0.4690	0.2424	0.082	-0.067	0.359	53.95	0.340	0.367	153	157	0.101911	0.121019	
YOR045W                  	0.3125	0.2917	0.5000	0.0909	0.301	0.473	0.661	43.60	0.321	0.481	 56	 61	0.388524	0.114754	
YOR046C                  	0.4781	0.1885	0.4222	0.1873	0.211	0.151	0.499	43.50	0.286	0.377	469	482	-0.373444	0.056017	
YOR047C                  	0.3757	0.2119	0.4909	0.1934	0.116	0.014	0.409	47.64	0.313	0.384	428	444	-0.642117	0.074324	
YOR048C                  	0.4377	0.2401	0.4023	0.2366	0.164	0.124	0.480	52.12	0.353	0.398	966	1006	-0.673559	0.099404	
YOR049C                  	0.4175	0.2458	0.3452	0.2279	0.137	0.080	0.462	54.33	0.366	0.398	333	354	0.521751	0.138418	
YOR050C                  	0.3981	0.2913	0.2556	0.2222	0.076	0.011	0.393	58.69	0.429	0.501	112	115	0.167826	0.069565	
YOR051C                  	0.4403	0.2594	0.4487	0.2096	0.212	0.175	0.515	49.63	0.337	0.385	406	412	-0.728398	0.077670	
YOR052C                  	0.4196	0.2679	0.3393	0.3137	0.190	0.170	0.524	53.75	0.422	0.413	147	150	-0.919333	0.040000	
