ORF	Length	RPF	mRNA	TE	IP	FEatg	FEcap	cRPF	cTE	uATG	utr	gc	pE	Ai	S
YOL102C	230	52.34	52	1.00653846153846	0.00117688929519592	-3.5	-12.7	6.87506293879792	0.132212748823037	0	20	0.3	0.00111223781027958	3.50176155441579	0.149799677054024
YOL103W	609	20.06	94.47	0.212342542606118	0.000310448385993222	-2.4	NA	2.81491415016815	0.0297969106612485	NA	NA	NA	0.000313431552555051	6.36175796241654	0.0766913721207567
YOL105C	556	2.62	12.22	0.214402618657938	0.000251747825844455	-4.4	NA	0.378990724259206	0.0310139708886421	NA	NA	NA	0.000262006520815343	0.822913965287711	0.00829264711443813
YOL107W	342	28.64	28.64	1	0.0012865537721516	-2.9	NA	4.03096084283708	0.140745839484535	NA	NA	NA	0.00130281452052404	1.92866251766285	0.0966419051231391
YOL108C	151	32.7	20.53	1.59279103750609	0.00167237751704833	-3	-5.5	3.90585013011075	0.190250858748697	0	5	0.6	0.00143721329155267	1.3825223983107	0.0764222910277462
YOL109W	113	6300	3021.29	2.08520201635725	0.00537464308814582	0	NA	743.060128651307	0.245941345799744	NA	NA	NA	0.00456091649195422	203.458407052709	35.6906463135938
YOL110W	237	10.06	21.39	0.470313230481533	0.00040572622824707	-2.1	-12.8	1.37450173581849	0.0642590806834265	0	37	0.405405405405405	0.000398840707239398	1.44043614709527	0.0220963296784873
YOL111C	212	143.4	83.57	1.71592676797894	0.00222681144595402	-0.2	-5.2	19.5872278203102	0.234381091543738	0	79	0.367088607594937	0.00218839820753904	5.6277348673563	0.473681726777981
YOL112W	492	8.31	21.61	0.384544192503471	0.000459007637467676	-1	-7.7	1.20726585668571	0.0558660738864281	1	112	0.339285714285714	0.000479778617295732	1.45525129213318	0.0268537866445186
YOL113W	655	3.14	31.26	0.100447856685861	0.000121736884838847	-5.4	-7	0.479851435105723	0.0153503338165619	0	36	0.416666666666667	0.000133850012570605	2.10509742675072	0.0108372045012666
YOL114C	202	6.77	13.64	0.49633431085044	0.00057859253070714	-1.1	NA	0.946501507026225	0.0693916060869666	NA	NA	NA	0.000582002092478022	0.918538992350604	0.0205612159834887
YOL115W	584	28.94	53.43	0.541643271570279	0.000684270436535997	-2.6	-10.3	4.06703880625094	0.0761190119081216	0	63	0.412698412698413	0.000691873423479164	3.59805999716223	0.0957462341584639
YOL116W	382	22.12	35.3	0.626628895184136	0.00070975860425429	-0.4	NA	2.98713610732735	0.0846214194710299	NA	NA	NA	0.00068960378581938	2.37715736290149	0.0630498737286646
YOL117W	645	8.32	17.02	0.488836662749706	0.000621310735013758	0	NA	1.21424807942932	0.0713424253483739	NA	NA	NA	0.000652397124937614	1.14615349338763	0.028759509377819
YOL119C	501	34.26	36.05	0.950346740638003	0.00126617119822697	0	NA	4.91742634279779	0.136405723794668	NA	NA	NA	0.00130756117656508	2.4276635391671	0.122089176676057
YOL122C	575	32.61	45.88	0.710767218831735	0.000975803041328696	-0.8	NA	4.49021917409363	0.0978687701415351	NA	NA	NA	0.000966713961318394	3.08963115608839	0.114876522073652
YOL123W	534	245.19	215.11	1.13983543303426	0.00196356143365988	0	NA	34.7954186812661	0.161756397569923	NA	NA	NA	0.00200485463342329	14.4858447686612	1.11700050013465
YOL124C	433	66.8	70.13	0.952516754598603	0.00123249606372446	0	-8.9	9.21743803428235	0.131433595241442	1	47	0.382978723404255	0.0012235969541407	4.72266418867653	0.222255289103614
YOL125W	476	17.64	35.36	0.498868778280543	0.0005848651759956	0	NA	2.49195547113408	0.0704738538216652	NA	NA	NA	0.000594451657526223	2.38119785700274	0.0544425774228141
YOL126C	377	81.56	81.2	1.00443349753695	0.00134772166446231	-0.5	NA	11.3916208200918	0.14029089679916	NA	NA	NA	0.00135433965674285	5.46813535035697	0.284835098208687
YOL127W	142	9280.85	7019.06	1.32223545602972	0.0039427293265691	0	-3.9	1112.71765713273	0.158528016163523	0	22	0.363636363636364	0.00340105199551103	472.674508771879	61.8304069725306
YOL128C	375	8.98	19.29	0.465526179367548	0.000516354465214401	-1.8	NA	1.31569209688035	0.0682059148201323	NA	NA	NA	0.000544308289457174	1.29901885355155	0.0271948742365102
YOL129W	184	192.12	178.94	1.07365597406952	0.00139036024616492	0	NA	25.4908866930977	0.142454938488307	NA	NA	NA	0.00132726850303033	12.0501002412916	0.615143019562479
YOL130W	859	27.46	69.84	0.393184421534937	0.000478342476363931	-3.3	-6.8	4.09593883534935	0.058647463278198	1	253	0.371541501976285	0.00051334691854733	4.70313513385383	0.0928592280182903
YOL133W	121	156.03	113.89	1.3700061462815	0.00198645715396775	-2.9	-6.5	18.5225683146419	0.162635598512967	0	35	0.4	0.00169664656039908	7.66953121985413	0.500480144770725
YOL135C	222	29.04	26.6	1.09172932330827	0.00110094241916071	0	-8	4.01716243615979	0.151021144216534	0	11	0.454545454545455	0.00109573735737219	1.79128571822039	0.0754914876608214
YOL136C	397	26.31	56.16	0.468482905982906	0.000616698601972719	-1.8	NA	3.75511572851077	0.0668645963053913	NA	NA	NA	0.000633278179356506	3.78190247876906	0.0921152429330279
YOL137W	497	26.84	29.51	0.909522195865808	0.00113665593803207	0	-7.3	3.6388950778646	0.123310575325808	0	57	0.385964912280702	0.00110875382028952	1.98724968213096	0.08474502603584
YOL138C	1341	6.77	23.12	0.292820069204152	0.000357581505007596	-2	NA	0.974420257537939	0.0421462049108105	NA	NA	NA	0.00037029834022405	1.55693706034794	0.022174277280006
YOL139C	213	933.65	767.11	1.21710054620589	0.00242626666278113	0	NA	122.818377184498	0.16010530065375	NA	NA	NA	0.00229634357115605	51.6583905001519	4.56251588158818
YOL140W	423	10.58	36.42	0.29049972542559	0.000458010723878688	0	NA	1.40719385076778	0.0386379420858807	NA	NA	NA	0.00043829144098454	2.45257991945814	0.0413440302703483
YOL141W	695	16.06	20.89	0.768788894207755	0.000957460519321576	0	-2.5	2.24416532912367	0.107427732365901	0	17	0.294117647058824	0.000962607552250997	1.40676536291819	0.0520831908688525
YOL142W	240	94.08	87.15	1.07951807228916	0.00137311768851549	0	-7	12.5970180838362	0.144544097347518	0	8	0.625	0.00132280944745552	5.86881768206416	0.298589518278018
YOL143C	169	608.73	371.59	1.63817648483544	0.00260440408775089	-1.6	NA	78.1383393078736	0.210281060598707	NA	NA	NA	0.00240528709775585	25.0234533847185	2.3149457525984
YOL144W	484	37.98	27.35	1.38866544789762	0.00179875615546282	-3	-8.7	5.15260702449688	0.188395138007198	0	12	0.416666666666667	0.00175575306849051	1.841791894486	0.124374298856336
YOL145C	1077	60.68	88.97	0.682027649769585	0.000972761773830143	-1.5	-6.7	9.18976114794465	0.103290560278124	0	52	0.423076923076923	0.0010599471946049	5.99137933646871	0.244251758442454
YOL146W	194	35	34.25	1.02189781021898	0.00116174264034426	0	NA	4.78183246914476	0.139615546544372	NA	NA	NA	0.00114197165470151	2.30644871612963	0.101303809878566
YOL147C	236	57.65	50.47	1.14226273033485	0.00142071897657901	0	-8	8.01370343335088	0.158781522356863	0	23	0.347826086956522	0.00142089248769517	3.39872895483394	0.1857395553706
YOL148C	604	21.1	40.42	0.522018802572984	0.000606620136768527	-0.9	NA	2.91080832822817	0.0720140605697222	NA	NA	NA	0.000602097824856456	2.72194619287474	0.0630337646963919
YOL149W	231	68.3	64.77	1.05450054037363	0.00139396896493887	-2.8	-16.5	9.15738400879639	0.141383109600068	0	20	0.3	0.00134469227415467	4.36171338229829	0.225583164894368
YOL151W	342	124.16	101.31	1.22554535583852	0.00192080931164867	-1.4	-10.2	17.1399750599666	0.169183447438225	0	28	0.392857142857143	0.00190779548333971	6.82237428995892	0.500603648309101
YOL152W	620	23.16	35.64	0.64983164983165	0.000820696412986402	-2.5	NA	3.20487627877774	0.0899235768456156	NA	NA	NA	0.00081709834521606	2.4000534961419	0.0754261438510602
YOL158C	606	97.74	174.36	0.560564349621473	0.000638346190954808	0	-7.7	13.8304314659066	0.0793211256360782	1	23	0.347826086956522	0.000649888343753542	11.7416758582296	0.293491472169068
YOL159C	171	26.45	32.52	0.813345633456334	0.00108187187837211	-0.9	NA	3.48301838038936	0.107103886235835	NA	NA	NA	0.00102500268764976	2.18994780287695	0.0863347070677526
YOL159CA	90	24.12	29.53	0.816796478157806	0.000940059150727592	-2.6	NA	2.62401230870522	0.088859204493912	NA	NA	NA	0.000735805157857209	1.98859651349805	0.0562776758280279
YOL164W	646	1.77	13.48	0.131305637982196	0.000152293336896543	0	NA	0.221596958764629	0.0164389435285333	NA	NA	NA	0.00013717991016477	0.90776434141394	0.00478950118484408
YOR001W	733	45.72	78.82	0.580055823395077	0.000674072162287919	-4	NA	6.66905304620338	0.0846111779523393	NA	NA	NA	0.000707429920714833	5.30786241767409	0.144420795742324
YOR002W	544	39.95	93.64	0.426633917129432	0.000506134104551169	-0.1	NA	5.59446539650341	0.0597443976559527	NA	NA	NA	0.00050994870416126	6.30586446068259	0.12367951578237
YOR003W	478	4.62	8.13	0.568265682656827	0.000673586565803168	0	NA	0.684686941778294	0.0842173360120903	NA	NA	NA	0.00071822839127101	0.547486950719238	0.015123871994498
YOR004W	254	95.43	80.02	1.19257685578605	0.00138054275208911	0	-7.6	13.4510843481583	0.168096530219423	0	50	0.42	0.00140004280674783	5.38867229969907	0.290168149658268
YOR005C	944	4.37	10.27	0.425511197663096	0.000475669402062862	-1.3	NA	0.65356963693928	0.0636387182998325	NA	NA	NA	0.000511840596500757	0.691597906997119	0.0136149186636954
YOR006C	313	54.85	40.25	1.36273291925466	0.00179570054532983	-0.5	-6.9	7.386285248362	0.183510192505888	0	41	0.390243902439024	0.0017398124738102	2.71049812625453	0.181375325011415
YOR007C	346	616.11	708.93	0.869070289027125	0.00133925119074517	-0.4	-7.5	84.337698281954	0.118964775481294	0	57	0.385964912280702	0.00131899943550799	47.7404580533074	2.42190912396945
YOR008C	378	77.1	82.03	0.939900036571986	0.000995681050685625	-0.9	NA	11.1415340553266	0.1358226753057	NA	NA	NA	0.0010352135266306	5.52402885209091	0.219944207276238
YOR011W	1394	3.42	22.35	0.153020134228188	0.000208974881371632	-1.6	-3.3	0.521743750193259	0.0233442393822487	9	974	0.410677618069815	0.000229374069033034	1.50508405271525	0.0132779712849241
YOR012W	137	13.24	14.01	0.945039257673091	0.00122347935110657	-2.3	NA	1.59376129785651	0.113758836392327	NA	NA	NA	0.00105962212422178	0.943455372641639	0.0384502379256531
YOR014W	757	63.3	109.09	0.580254835456962	0.000756150384644663	0	-6.6	8.78126578136436	0.0804956071258994	0	252	0.369047619047619	0.000754710985517254	7.34629169175421	0.213243347791578
YOR016C	207	81.35	75.61	1.07591588414231	0.001469224370849	-2.3	NA	10.9589555989163	0.144940558112899	NA	NA	NA	0.0014240289413943	5.09169598325727	0.278873940036134
YOR017W	800	9.34	28.18	0.331440738112136	0.000423371344924743	-0.1	-6.5	1.4065223731406	0.0499120785358622	0	63	0.412698412698413	0.000458712221188653	1.89768539621994	0.0334804416622046
YOR018W	837	15.79	25.05	0.630339321357285	0.000790802980560041	0	NA	2.20012290630626	0.0878292577367769	NA	NA	NA	0.00079277909988431	1.68690628727145	0.0514363095389326
YOR020C	106	1516.22	1016.34	1.49184328079186	0.00251188985700359	0	-5.6	166.309527737322	0.163635720071356	0	39	0.41025641025641	0.00198232374750922	68.4419295810567	5.2182331666878
YOR020WA	90	80.05	58.51	1.36814219791489	0.00168590487281865	-0.1	-16.6	8.60195584297381	0.147016849136452	1	184	0.385869565217391	0.00130343092445339	3.94015516440131	0.197527695708669
YOR021C	213	294.48	186.93	1.57534906114588	0.00217641773968789	-2.2	NA	39.1408927478655	0.209387967409541	NA	NA	NA	0.00208130756067894	12.5881593724412	1.00768581834205
YOR022C	715	9.19	15.83	0.580543272267846	0.000753413732811097	-3.1	NA	1.29281821222455	0.0816688700078683	NA	NA	NA	0.000762560954418539	1.06601702704619	0.0312654985219522
YOR023C	566	27.34	33.22	0.822998193859121	0.00095585394188285	-1.4	-8.7	4.00056074247656	0.120426271597729	1	102	0.343137254901961	0.00100631275240786	2.23708690072486	0.0865849644786156
YOR025W	447	34.56	68.37	0.505484861781483	0.000586308637041732	-0.5	NA	4.67512090845471	0.0683797119855888	NA	NA	NA	0.000570642990994677	4.60414302837323	0.10105084417993
YOR026W	341	11.97	32.33	0.370244355088153	0.000498225322664581	-3.9	NA	1.68562554602516	0.0521381239104596	NA	NA	NA	0.00050479126743042	2.17715290488966	0.0422695297788106
YOR027W	589	913.02	574.37	1.58960252102303	0.0026118764675385	0	-5.1	132.052661688642	0.22990870290691	0	36	0.416666666666667	0.00271793197557569	38.678976615573	4.04333951253886
YOR028C	295	15.07	15.52	0.971005154639175	0.00118409691347359	-1.3	NA	2.0362638982847	0.131202570765767	NA	NA	NA	0.00115113733695125	1.04514114085641	0.0462731149855245
YOR030W	619	4.72	22.82	0.206836108676599	0.000265194904191379	-4.6	NA	0.610183426704697	0.0267389757539306	NA	NA	NA	0.000246662236924481	1.5367345898417	0.0145790150572915
YOR033C	702	8.54	34.63	0.246606988160554	0.000318662128635953	-0.1	-5.77	1.19496834087069	0.0345067381135054	0	72	0.388888888888889	0.000320810122918283	2.33203851210421	0.0287746754507047
YOR034C	749	12.62	39.56	0.319009100101112	0.000367060475581433	-2.1	NA	1.84600881337841	0.0466635190439438	NA	NA	NA	0.000386305703593377	2.66403244409017	0.0395819587580706
YOR035C	789	20.18	36.62	0.551064991807755	0.000666592982286782	-3.1	NA	2.9318309084492	0.0800609204928782	NA	NA	NA	0.00069678304840129	2.46604823312897	0.0660884848224699
YOR036W	288	30.89	24.09	1.28227480282275	0.00132864117228144	-1.6	NA	4.31190118987149	0.178991332082669	NA	NA	NA	0.00133437433509389	1.62225838165147	0.0832576903602562
YOR037W	366	16.71	22.32	0.748655913978495	0.000879767971118027	0	NA	2.42887042168251	0.108820359394378	NA	NA	NA	0.000920057829331759	1.50306380566462	0.0531886777841126
YOR038C	875	16.87	27.9	0.604659498207885	0.000739194979224507	-4.8	NA	2.30383168188928	0.0825746122540962	NA	NA	NA	0.000726296170432646	1.87882975708078	0.0524841099024104
YOR039W	258	115.87	123.99	0.934510847649004	0.00121507671142954	-0.8	NA	14.8497501574834	0.119765708181977	NA	NA	NA	0.00112039437330988	8.34968106023104	0.359805218415958
YOR040W	285	16.57	20.72	0.799710424710425	0.00101531698765915	-0.7	NA	2.30263337702583	0.111130954489664	NA	NA	NA	0.00101513317706481	1.39531729629798	0.0544781876924788
YOR042W	411	99.82	113.52	0.879316420014094	0.00112246016022495	-2.2	-5.6	13.8548903295692	0.122048012064563	0	58	0.396551724137931	0.0011209223907634	7.64461483956309	0.329577690093402
YOR043W	486	37.03	77.37	0.478609280082719	0.000604785568437938	-1.1	-10.3	5.04168474994425	0.065163302959083	0	405	0.422222222222222	0.000592437411507476	5.21021714356057	0.118720290689342
YOR044W	157	14.11	19.44	0.72582304526749	0.000789426674993996	-2.2	-7.8	1.71465178816616	0.0882022524776831	1	247	0.368421052631579	0.00069020770373158	1.30912008880467	0.0347524911693367
YOR045W	61	427.19	229.13	1.86440012220137	0.00412199740464877	0	-3.7	44.0444831285883	0.192224864175744	1	58	0.396551724137931	0.00305771663591934	15.4299735569864	1.8146341091151
YOR046C	482	252.32	239.75	1.05242961418144	0.00156513317021032	-0.2	-4.4	33.8134848786285	0.141036433278951	0	43	0.372093023255814	0.00150906738873439	16.1451410129074	0.937080991888338
YOR047C	444	19.92	37.24	0.534908700322234	0.000671749825560319	0	NA	2.70550752988241	0.0726505781386254	NA	NA	NA	0.000656426427593709	2.50780000550854	0.0633148537975175
YOR048C	1006	49.39	98.19	0.503004379264691	0.000687000278524483	-1.2	NA	7.45709203236823	0.0759455344980978	NA	NA	NA	0.000746288023526329	6.61226859669397	0.189794494694306
YOR049C	354	10.93	14.32	0.763268156424581	0.000949118225172414	-2	NA	1.49546827564846	0.104432142154222	NA	NA	NA	0.000934321704128649	0.964331258831426	0.034653677888304
YOR051C	412	122.58	131.28	0.933729433272395	0.00134373219424802	0	-5.7	17.2072731577023	0.131073074022717	0	21	0.333333333333333	0.00135713871751157	8.84060109353279	0.461458539619557
YOR052C	150	211.13	116.15	1.81773568661214	0.00228033204035362	0	-8.9	27.1009574031624	0.233327226889044	0	126	0.357142857142857	0.00210596843459551	7.8217231643345	0.633550080316651
YOR054C	674	13.51	18.04	0.748891352549889	0.000939534095802494	-1.5	-10.7	1.80594819534332	0.100107993089985	0	142	0.359154929577465	0.00090361111957774	1.21484189310886	0.0422209478131554
YOR056C	459	70	75.7	0.924702774108322	0.00121552875621104	-3.7	NA	9.90891639674206	0.130897178292497	NA	NA	NA	0.00123797662298911	5.09775672440914	0.242727063634771
YOR057W	395	40.71	56.94	0.714963119072708	0.000904736848141752	-2.7	NA	5.57737225193928	0.0979517430969314	NA	NA	NA	0.000891804973534861	3.83442890208529	0.131521644828672
YOR058C	885	16.14	38.37	0.420641125879593	0.000517923468263721	0	NA	2.58138258968417	0.0672760643649771	NA	NA	NA	0.00059598251512644	2.58389597774873	0.0592291086016838
YOR060C	257	7.66	30.64	0.25	0.000262445530389403	-0.1	NA	0.987576986033563	0.0322316248705471	NA	NA	NA	0.00024344477294711	2.06334565437115	0.0193196428592228
YOR061W	339	105.58	107.29	0.984061888340013	0.00138758645046142	0	NA	14.2224063357313	0.132560409504439	NA	NA	NA	0.00134483981164345	7.22507686871674	0.37371426981671
YOR062C	268	7.64	13.41	0.56972408650261	0.000665355904286162	-4.9	NA	0.976391201773485	0.0728106787303121	NA	NA	NA	0.00061179172149206	0.903050431629149	0.0212491837754056
YOR063W	387	8895.79	7031.67	1.26510345337594	0.00370872188232286	-0.2	-2.9	1220.20132714561	0.173529378816925	0	23	0.347826086956522	0.0036600778230186	473.523685948825	66.6589823698199
YOR064C	219	10.24	25.39	0.403308389129579	0.000424900254278726	-1.2	NA	1.42393302152067	0.0560824348767494	NA	NA	NA	0.000425104476289285	1.70980242051186	0.0279555639434557
YOR065W	309	67.45	64.98	1.03801169590643	0.00172781081659232	-0.4	NA	9.16640321005754	0.141064992460104	NA	NA	NA	0.00168939915875426	4.37585511165266	0.284329459402174
YOR066W	629	20.28	27.78	0.730021598272138	0.000847263130194145	-2.7	-7.7	2.74011538534739	0.0986362629714685	0	1	1	0.000823641632187253	1.87074876887828	0.0592625603619693
YOR067C	577	47.73	77.79	0.613575009641342	0.000775624266208721	-6	-15.3	6.81638992313322	0.0876255292856822	0	42	0.380952380952381	0.000796954379350924	5.23850060226932	0.160570999854269
YOR069W	675	44.12	44.91	0.982409262970385	0.00126977693455332	-0.4	-7.1	6.44630474768601	0.143538293201648	0	78	0.371794871794872	0.00133481735633946	3.02430983478487	0.155265433016114
YOR070C	637	15.69	25.11	0.624850657108722	0.000687364835113453	-0.1	NA	2.28315953881923	0.0909263058072174	NA	NA	NA	0.000719647313191535	1.6909467813727	0.0468032810755669
YOR071C	598	12.6	28.64	0.439944134078212	0.000720928125799857	-0.4	NA	1.80596466846819	0.0630574255750066	NA	NA	NA	0.000743446559073579	1.92866251766285	0.055148365860409
YOR073W	590	7.95	29.03	0.273854633138133	0.000333025559067491	-3.5	NA	1.14532259401934	0.0394530690327022	NA	NA	NA	0.000345189317893136	1.95492572932097	0.0259545953475403
YOR074C	304	81.88	64.43	1.2708365668167	0.0018296986460048	-1.7	-5.1	11.1833445484554	0.173573561205268	0	65	0.4	0.00179801172770413	4.33881724905788	0.300047857621963
YOR075W	346	26.72	35.99	0.742428452347874	0.00103505685600827	-2.7	-8.4	3.75943191552694	0.10445768034251	0	18	0.277777777777778	0.00104777747722579	2.42362304506585	0.0976699092271303
YOR076C	747	16.34	29.52	0.553523035230352	0.000674057589776866	-1.4	-13.1	2.42022488049538	0.0819859376861579	0	38	0.394736842105263	0.000718322970227593	1.9879230978145	0.0549219547771597
YOR077W	232	26.39	21	1.25666666666667	0.00147227758145654	-6	NA	3.57890648057528	0.170424118122633	NA	NA	NA	0.00143654667440177	1.41417293543715	0.0781355933627391
YOR079C	313	28.15	27.67	1.01734730755331	0.00115920638321152	0	-14.4	3.9156210955172	0.141511423762819	0	36	0.416666666666667	0.00116011784308696	1.86334119635933	0.0831421296021329
YOR080W	732	5.5	25.08	0.219298245614035	0.00026285137634188	0	-13.3	0.735359026188763	0.0293205353344802	0	7	0.714285714285714	0.000252851815109219	1.68892653432208	0.0164249284534408
YOR081C	749	15.61	30.62	0.509797517962116	0.000604800704206879	-4.9	NA	2.26680083016725	0.0740300728336789	NA	NA	NA	0.000631890505996633	2.06199882300407	0.0501137492166347
YOR083W	295	20.54	26.69	0.7695766204571	0.000677658838277141	0	-2.1	2.73224580598946	0.102369644285854	1	76	0.381578947368421	0.000648559040908536	1.79734645937226	0.0448340498411856
YOR085W	350	135.84	141.88	0.957428813081477	0.00131955356839141	-0.4	-4.7	19.1424269798227	0.134919840568246	0	61	0.409836065573771	0.00133787467767067	9.55442171808678	0.491639187554422
YOR086C	1186	82.71	143.16	0.577745180217938	0.000909158298633809	-0.8	NA	11.5990196366793	0.0810213721478015	NA	NA	NA	0.000917322090738838	9.64061892558009	0.34013664264729
YOR087W	675	31.88	46.81	0.681051057466353	0.000849513972584274	0	NA	4.55310969173681	0.0972678848907672	NA	NA	NA	0.000872929979797571	3.15225881465775	0.105834662438304
YOR089C	210	166.7	78.51	2.12329639536365	0.00293619663304506	0	-5	22.3835281777572	0.285104167338647	0	78	0.371794871794872	0.00283659387869169	5.2869865314843	0.576808985843607
YOR090C	572	32.19	57.39	0.56089911134344	0.0007212819613826	-5.3	-14.4	4.58156389505024	0.0798320943552925	0	126	0.357142857142857	0.000738612960711103	3.86473260784466	0.109790061301419
YOR091W	345	157.75	144.51	1.09161995709639	0.0015690741696493	-1.4	-6.6	21.8078530195557	0.150908954532944	0	63	0.412698412698413	0.00156065209136921	9.73153004285819	0.584135873600344
YOR092W	613	17.77	38.06	0.466894377299002	0.000650933369540956	0	NA	2.65986748605402	0.0698861662126647	NA	NA	NA	0.000701016420418364	2.56302009155894	0.0691045834632691
YOR093C	1648	7.91	29.42	0.268864717878994	0.000339128159828393	-2.8	NA	1.37930696213566	0.0468833093859845	NA	NA	NA	0.00042546846876624	1.98118894097909	0.0324205163482685
YOR094W	183	58.98	35.5	1.66140845070423	0.00215185512443602	-1	NA	7.77941972992122	0.219138583941443	NA	NA	NA	0.00204208843889352	2.39062567657232	0.187764194455782
YOR095C	258	172.5	125.71	1.37220587065468	0.0024605070116465	0	-4.5	21.9145723162861	0.174326404552431	0	71	0.394366197183099	0.00224899033506654	8.46550855780018	0.732263343381373
YOR096W	190	4542.27	3568.62	1.27283655866974	0.00370907564062433	0	-5.8	601.293679690339	0.168494734572563	0	29	0.379310344827586	0.00353263254278973	240.316467659986	32.6519143932286
YOR097C	175	25.14	32.9	0.764133738601824	0.000878133319999777	-3.6	NA	3.26180098990049	0.0991428872310181	NA	NA	NA	0.000819731691035952	2.21553759885153	0.0698517839407806
YOR098C	1076	49.99	81.46	0.613675423520746	0.000797724608042501	-4.5	-15.7	7.0577062828699	0.0866401458736791	0	61	0.409836065573771	0.000810312456665232	5.48564415812905	0.170964838237109
YOR099W	393	230.1	262.61	0.876204257263623	0.00134958445561364	-0.2	NA	31.751919177586	0.120909025465847	NA	NA	NA	0.00133990038320628	17.6845692654833	0.911367735986889
YOR101W	309	72.65	75.02	0.968408424420155	0.00133770794989504	0	NA	10.1123302398138	0.134795124497651	NA	NA	NA	0.00133966439648923	5.05196445792832	0.260305266023677
YOR103C	130	180.32	117.74	1.53151010701546	0.00224695017946323	-0.7	-1.7	21.5321665260707	0.182878941108126	1	22	0.363636363636364	0.00193044021597843	7.9287962580176	0.588694890799093
YOR104W	282	22.15	26.88	0.824032738095238	0.0010336430282189	0	NA	3.05642989666975	0.113706469370154	NA	NA	NA	0.00102619612500007	1.81014135735955	0.0714446171778741
YOR106W	283	26.56	33.74	0.787196206283343	0.00094637521594825	-2.2	-3.4	3.70382619332628	0.109775524402083	0	95	0.357894736842105	0.000949521861797955	2.27210451626902	0.0829774196341269
YOR108W	604	105.39	163.78	0.643485163023568	0.00104802213544225	-5.2	-13.8	14.3080578387554	0.0873614472997642	0	31	0.419354838709677	0.00102369556132462	11.0292020650427	0.434251738420636
YOR109W	1107	50.3	95.54	0.526481055055474	0.000687046937284473	0	NA	6.76677091364328	0.0708265743525568	NA	NA	NA	0.000664995917136731	6.43381344055548	0.164556141138031
YOR110W	435	29.57	39.94	0.740360540811217	0.000914250969038182	0	-2.6	4.10454052248255	0.102767664558902	0	84	0.369047619047619	0.000913056672435653	2.68962224006474	0.0944529820239402
YOR111W	232	22.4	18.67	1.19978575254419	0.00168105852353585	0	-6.5	3.00681362308555	0.161050542211331	0	41	0.390243902439024	0.00162353032900511	1.25726708117198	0.0785081245362477
YOR112W	761	32.13	40.1	0.801246882793017	0.000963436428856791	-1.9	-7.8	4.45916740136925	0.111201182079034	0	71	0.394366197183099	0.000962022427059813	2.70039689100141	0.0999170142733057
YOR113W	914	14.67	27.62	0.531136857349747	0.000642071777279319	-0.7	NA	2.11740426765816	0.0766619937602521	NA	NA	NA	0.000666770432314776	1.85997411794162	0.0476990671813164
YOR114W	294	9.85	10.55	0.933649289099526	0.00108152748067576	0	-9.8	1.33814157080145	0.126838063583076	0	99	0.353535353535354	0.00105711557929798	0.710453546136281	0.02888582738416
YOR115C	268	40.18	55.09	0.729351969504447	0.000914489175804654	-1.3	-4.5	5.15822173650101	0.093632632719205	1	52	0.423076923076923	0.000844671277079973	3.70984700063011	0.120523123222829
YOR116C	1460	59.11	128.33	0.460609366477051	0.000713493532925427	-2.7	-7.9	7.16158431345944	0.0558060025984527	0	215	0.381395348837209	0.000621952579059885	8.64194346688805	0.206726116435413
YOR117W	434	244.29	224.64	1.08747329059829	0.00156114937269979	-2.4	-7.6	33.6470255017492	0.149781986742117	0	68	0.382352941176471	0.00154705063644031	15.1276099150762	0.900122251805364
YOR118W	567	17.6	32.29	0.545060390213688	0.000693898543290627	-3.2	NA	2.55947112563687	0.0792651324136535	NA	NA	NA	0.000726026753750445	2.1744592421555	0.0607198301824926
YOR119C	484	37.31	40.17	0.928802588996764	0.00142425692442205	-0.1	-10.5	5.11054492633772	0.127222925724115	0	1	1	0.00140361946783338	2.7051108007862	0.146036391639609
YOR120W	312	15.03	24.92	0.603130016051364	0.00088908806415701	0	-15.7	2.03011636264496	0.0814653436053355	2	86	0.383720930232558	0.000864024014032975	1.67815188338541	0.055767827939987
YOR122C	126	1546.49	1140.93	1.35546440184762	0.0029615057487753	0	-9.7	183.160607435986	0.160536235733995	0	24	0.333333333333333	0.00252357735229075	76.8320155823002	7.45736670978241
YOR123C	464	97.54	65.97	1.4785508564499	0.001958143458094	-1.3	NA	13.9831850468919	0.211962786825708	NA	NA	NA	0.00201970035515132	4.44252326432327	0.345098685181604
YOR124C	1272	48.71	79.63	0.61170413160869	0.000799987098017	0	NA	7.45189605859723	0.0935815152404525	NA	NA	NA	0.000880543314369794	5.36240908804095	0.181608979668857
YOR125C	233	41.02	48.79	0.840746054519369	0.00117236385167458	-1.2	-14.1	5.548840405278	0.113729051143226	0	45	0.377777777777778	0.00114100639638278	3.28559511999897	0.144187886455495
YOR126C	238	37.84	36.81	1.02798152675903	0.00135237285665191	-1.5	-10.1	5.34083202493238	0.145091877884607	0	32	0.40625	0.00137332497787136	2.47884313111626	0.130932968776415
YOR127W	1007	12.53	39.34	0.318505338078292	0.000384608429480418	-2.6	NA	1.58496419044873	0.0402888711349449	NA	NA	NA	0.000350030802837814	2.64921729905226	0.0356656791568879
YOR128C	571	127.57	116.01	1.09964658219119	0.00157527155020664	0	-2.8	18.8552993636356	0.162531672818167	0	27	0.37037037037037	0.00167517193424223	7.81229534476492	0.503343765521592
